,ARTIST,Rank,TITLE,Year,ARTIST_Full
4887,Robert Knight,90,Everlasting Love,1967.0,Robert Knight
4888,"Peter, Paul and Mary",91,I Dig Rock And Roll Music,1967.0,"Peter, Paul and Mary"
4889,Bill Cosby,92,Little Ole Man (Uptight-Everything’s Alright),1967.0,Bill Cosby
4890,Electric Prunes,93,I Had Too Much To Dream Last Night,1967.0,Electric Prunes
4891,Monkees,94,Daydream Believer,1967.0,Monkees
4892,Johnny Rivers,95,Baby I Need Your Lovin’,1967.0,Johnny Rivers
4893,Who,96,I Can See For Miles,1967.0,Who
4894,Tommy James and The Shondells,97,Mirage,1967.0,Tommy James and The Shondells
4895,Tom Jones,98,"Green, Green Grass Of Home",1967.0,Tom Jones
4896,Petula Clark,99,Don’t Sleep In The Subway,1967.0,Petula Clark
4897,Neil Diamond,100,Thank The Lord For The Night Time,1967.0,Neil Diamond
4898,Sgt. Barry Sadler,1,The Ballad Of The Green Berets,1966.0,Sgt. Barry Sadler
4899,Association,2,Cherish,1966.0,Association
4900,Righteous Brothers,3,(You’re My) Soul And Inspiration,1966.0,Righteous Brothers
4901,Four Tops,4,Reach Out I’ll Be There,1966.0,Four Tops
4902,? and The Mysterians,5,96 Tears,1966.0,? and The Mysterians
4903,Monkees,6,Last Train To Clarksville,1966.0,Monkees
4904,Mama’s and The Papa’s,7,"Monday, Monday",1966.0,Mama’s and The Papa’s
4905,Supremes,8,You Can’t Hurry Love,1966.0,Supremes
4906,Johnny Rivers,9,Poor Side Of Town,1966.0,Johnny Rivers
4907,Mama’s and The Papa’s,10,California Dreamin’,1966.0,Mama’s and The Papa’s
4908,Lovin’ Spoonful,11,Summer In The City,1966.0,Lovin’ Spoonful
4909,Roger Williams,12,Born Free,1966.0,Roger Williams
4910,Nancy Sinatra,13,These Boots Are Made For Walkin’,1966.0,Nancy Sinatra
4911,Jimmy Ruffin,14,What Becomes Of The Brokenhearted,1966.0,Jimmy Ruffin
4912,Frank Sinatra,15,Strangers In The Night,1966.0,Frank Sinatra
4913,Beatles,16,We Can Work It Out,1966.0,Beatles
4914,Young Rascals,17,Good Lovin’,1966.0,Young Rascals
4915,New Vaudeville Band,18,Winchester Cathedral,1966.0,New Vaudeville Band
4916,Tommy James and The Shondells,19,Hanky Panky,1966.0,Tommy James and The Shondells
4917,Percy Sledge,20,When A Man Loves A Woman,1966.0,Percy Sledge
4918,Rolling Stones,21,Paint It Black,1966.0,Rolling Stones
4919,Petula Clark,22,My Love,1966.0,Petula Clark
4920,Lou Christie,23,Lightin’ Strikes,1966.0,Lou Christie
4921,Troggs,24,Wild Thing,1966.0,Troggs
4922,Paul Revere and The Raiders,25,Kicks,1966.0,Paul Revere and The Raiders
4923,Donovan,26,Sunshine Superman,1966.0,Donovan
4924,Bobby Hebb,27,Sunny,1966.0,Bobby Hebb
4925,Beatles,28,Paperback Writer,1966.0,Beatles
4926,Happenings,29,See You In September,1966.0,Happenings
4927,Supremes,30,You Keep Me Hangin’ On,1966.0,Supremes
4928,Sam The Sham and The Pharaohs,31,Lil’ Red Riding Hood,1966.0,Sam The Sham and The Pharaohs
4929,Mitch Ryder and The Detroit Wheels,32,Devil With A Blue Dress On and Good Golly Miss Molly (Medley),1966.0,Mitch Ryder and The Detroit Wheels
4930,Beach Boys,33,Good Vibrations,1966.0,Beach Boys
4931,Mindbenders,34,A Groovy Kind Of Love,1966.0,Mindbenders
4932,Dusty Springfield,35,You Don’t Have To Say You Love Me,1966.0,Dusty Springfield
4933,The Capitols,36,Cool Jerk,1966.0,The Capitols
4934,Sandy Posey,37,Born A Woman,1966.0,Sandy Posey
4935,Cyrkle,38,Red Rubber Ball,1966.0,Cyrkle
4936,Carla Thomas,39,B-A-B-Y,1966.0,Carla Thomas
4937,Left Banke,40,Walk Away Renee,1966.0,Left Banke
4938,Lovin’ Spoonful,41,Daydream,1966.0,Lovin’ Spoonful
4939,Outsiders,42,Time Won’t Let Me,1966.0,Outsiders
4940,Tommy Roe,43,Hooray For Hazel,1966.0,Tommy Roe
4941,Tommy Roe,44,Sweet Pea,1966.0,Tommy Roe
4942,Hollies,45,Bus Stop,1966.0,Hollies
4943,James and Bobby Purify,46,I’m Your Puppet,1966.0,James and Bobby Purify
4944,B.J. Thomas and The Triumphs,47,I’m So Lonesome I Could Cry,1966.0,B.J. Thomas and The Triumphs
4945,Temptations,48,Ain’t Too Proud To Beg,1966.0,Temptations
4946,Standells,49,Dirty Water,1966.0,Standells
4947,Bob Lind,50,Elusive Butterfly,1966.0,Bob Lind
4948,Simon and Garfunkel,51,I Am A Rock,1966.0,Simon and Garfunkel
4949,Ray Charles,52,Crying Time,1966.0,Ray Charles
4950,Johnny Rivers,53,Secret Agent Man,1966.0,Johnny Rivers
4951,Simon and Garfunkel,54,The Sounds Of Silence,1966.0,Simon and Garfunkel
4952,Peter and Gordon,55,Lady Godiva,1966.0,Peter and Gordon
4953,Simon and Garfunkel,56,Homeward Bound,1966.0,Simon and Garfunkel
4954,Lovin’ Spoonful,57,Did You Ever Have To Make Up Your Mind?,1966.0,Lovin’ Spoonful
4955,Robert Parker,58,Barefootin’,1966.0,Robert Parker
4956,Stevie Wonder,59,Uptight (Everything’s Alright),1966.0,Stevie Wonder
4957,Cher,60,Bang Bang,1966.0,Cher
4958,Beach Boys,61,Sloop John B,1966.0,Beach Boys
4959,Rolling Stones,62,19th Nervous Breakdown,1966.0,Rolling Stones
4960,The Surfaris,63,Wipe Out,1966.0,The Surfaris
4961,Count Five,64,Psychotic Reaction,1966.0,Count Five
4962,Temptations,65,Beauty Is Only Skin Deep,1966.0,Temptations
4963,T-Bones,66,No Matter What Shape (Your Stomach Is In),1966.0,T-Bones
4964,Paul Revere and The Raiders,67,Just Like Me,1966.0,Paul Revere and The Raiders
4965,Deon Jackson,68,Love Makes The World Go Round,1966.0,Deon Jackson
4966,Crispian St. Peters,69,The Pied Piper,1966.0,Crispian St. Peters
4967,Brenda Lee,70,Coming On Strong,1966.0,Brenda Lee
4968,Ray Conniff and The Singers,71,Somewhere My Love,1966.0,Ray Conniff and The Singers
4969,David Houston,72,Almost Persuaded,1966.0,David Houston
4970,Bobby Darin,73,If I Were A Carpenter,1966.0,Bobby Darin
4971,Marvelettes,74,Don’t Mess With Bill,1966.0,Marvelettes
4972,Neil Diamond,75,"Cherry, Cherry",1966.0,Neil Diamond
4973,Lee Dorsey,76,Working In The Coal Mine,1966.0,Lee Dorsey
4974,Dionne Warwick,77,Message To Michael,1966.0,Dionne Warwick
4975,Lou Rawls,78,Love Is A Hurtin’ Thing,1966.0,Lou Rawls
4976,Beach Boys,79,Barbara Ann,1966.0,Beach Boys
4977,Shadows Of Knight,80,Gloria,1966.0,Shadows Of Knight
4978,Supremes,81,My World Is Empty Without You,1966.0,Supremes
4979,Bob Dylan,82,Rainy Day Women #12 And 35,1966.0,Bob Dylan
4980,Sandpipers,83,Guantanamera,1966.0,Sandpipers
4981,Wilson Pickett,84,"Land Of 1,000 Dances",1966.0,Wilson Pickett
4982,Shades Of Blue,85,Oh How Happy,1966.0,Shades Of Blue
4983,Peter and Gordon,86,Woman,1966.0,Peter and Gordon
4984,Turtles,87,You Baby,1966.0,Turtles
4985,Vogues,88,Five O’clock World,1966.0,Vogues
4986,Los Bravos,89,Black Is Black,1966.0,Los Bravos
4987,Beatles,90,Nowhere Man,1966.0,Beatles
4988,Herman’s Hermits,91,Dandy,1966.0,Herman’s Hermits
4989,Slim Harpo,92,Baby Scratch My Back,1966.0,Slim Harpo
4990,Gary Lewis and The Playboys,93,She’s Just My Style,1966.0,Gary Lewis and The Playboys
4991,Chris Montez,94,The More I See You,1966.0,Chris Montez
4992,Bobby Fuller Four,95,I Fought The Law,1966.0,Bobby Fuller Four
4993,Beatles,96,Yellow Submarine,1966.0,Beatles
4994,Paul Revere and The Raiders,97,Hungry,1966.0,Paul Revere and The Raiders
4995,Herb Alpert and The Tijuana Brass,98,Zorba The Greek,1966.0,Herb Alpert and The Tijuana Brass
4996,Yardbirds,99,Shapes Of Things,1966.0,Yardbirds
4997,Wilson Pickett,100,634-5789,1966.0,Wilson Pickett
4998,Sam The Sham and The Pharaohs,1,Wooly Bully,1965.0,Sam The Sham and The Pharaohs
4999,Four Tops,2,I Can’t Help Myself (Sugar Pie Honey Bunch),1965.0,Four Tops
5000,Rolling Stones,3,(I Can’t Get No) Satisfaction,1965.0,Rolling Stones
5001,We Five,4,You Were On My Mind,1965.0,We Five
5002,Righteous Brothers,5,You’ve Lost That Lovin’ Feelin’,1965.0,Righteous Brothers
5003,Petula Clark,6,Downtown,1965.0,Petula Clark
5004,Beatles,7,Help!,1965.0,Beatles
5005,Herman’s Hermits,8,Can’t You Hear My Heartbeat,1965.0,Herman’s Hermits
5006,Elvis Presley,9,Crying In The Chapel,1965.0,Elvis Presley
5007,Temptations,10,My Girl,1965.0,Temptations
5008,Beach Boys,11,"Help Me, Rhonda",1965.0,Beach Boys
5009,Roger Miller,12,King Of The Road,1965.0,Roger Miller
5010,Jewel Aikens,13,The Birds And The Bees,1965.0,Jewel Aikens
5011,Mel Carter,14,"Hold Me, Thrill Me, Kiss Me",1965.0,Mel Carter
5012,Jr. Walker and The All Stars,15,Shotgun,1965.0,Jr. Walker and The All Stars
5013,Sonny and Cher,16,I Got You Babe,1965.0,Sonny and Cher
5014,Gary Lewis and The Playboys,17,This Diamond Ring,1965.0,Gary Lewis and The Playboys
5015,Ramsey Lewis Trio,18,The “In” Crowd,1965.0,Ramsey Lewis Trio
5016,Herman’s Hermits,19,Mrs. Brown You’ve Got A Lovely Daughter,1965.0,Herman’s Hermits
5017,Supremes,20,Stop! In The Name Of Love,1965.0,Supremes
5018,Righteous Brothers,21,Unchained Melody,1965.0,Righteous Brothers
5019,Herman’s Hermits,22,Silhouettes,1965.0,Herman’s Hermits
5020,Seekers,23,I’ll Never Find Another You,1965.0,Seekers
5021,Jay and The Americans,24,"Cara, Mia",1965.0,Jay and The Americans
5022,Byrds,25,Mr. Tambourine Man,1965.0,Byrds
5023,Sounds Orchestral,26,Cast Your Fate To The Wind,1965.0,Sounds Orchestral
5024,Barbara Mason,27,"Yes, I’m Ready",1965.0,Barbara Mason
5025,Tom Jones,28,What’s New Pussycat?,1965.0,Tom Jones
5026,Barry McGuire,29,Eve Of Destruction,1965.0,Barry McGuire
5027,McCoys,30,Hang On Sloopy,1965.0,McCoys
5028,Beatles,31,Ticket To Ride,1965.0,Beatles
5029,Bert Kaempfert and His Orch.,32,Red Roses For A Blue Lady,1965.0,Bert Kaempfert and His Orch.
5030,James Brown and The Famous Flames,33,Papa’s Got A Brand New Bag,1965.0,James Brown and The Famous Flames
5031,Wayne Fontana and The Mindbenders,34,Game Of Love,1965.0,Wayne Fontana and The Mindbenders
5032,Shirley Ellis,35,The Name Game,1965.0,Shirley Ellis
5033,Petula Clark,36,I Know A Place,1965.0,Petula Clark
5034,Supremes,37,Back In My Arms Again,1965.0,Supremes
5035,Barbara Lewis,38,Baby I’m Yours,1965.0,Barbara Lewis
5036,Kingsmen,39,The Jolly Green Giant,1965.0,Kingsmen
5037,Patti Page,40,"Hush, Hush, Sweet Charlotte",1965.0,Patti Page
5038,Bob Dylan,41,Like A Rolling Stone,1965.0,Bob Dylan
5039,Freddie and The Dreamers,42,I’m Telling You Now,1965.0,Freddie and The Dreamers
5040,Gerry and The Pacemakers,43,Ferry Cross The Mersey,1965.0,Gerry and The Pacemakers
5041,Righteous Brothers,44,Just Once In My Life,1965.0,Righteous Brothers
5042,Johnny Rivers,45,Seventh Son,1965.0,Johnny Rivers
5043,Herman’s Hermits,46,"I’m Henry VIII, I Am",1965.0,Herman’s Hermits
5044,Horst Jankowski,47,A Walk In The Black Forest,1965.0,Horst Jankowski
5045,Yardbirds,48,For Your Love,1965.0,Yardbirds
5046,Beach Boys,49,California Girls,1965.0,Beach Boys
5047,Moody Blues,50,Go Now,1965.0,Moody Blues
5048,Shirley Bassey,51,Goldfinger,1965.0,Shirley Bassey
5049,Billy Joe Royal,52,Down In The Boondocks,1965.0,Billy Joe Royal
5050,Glenn Yarbrough,53,Baby The Rain Must Fall,1965.0,Glenn Yarbrough
5051,Dave Clark Five,54,Catch Us If You Can,1965.0,Dave Clark Five
5052,Beatles,55,Eight Days A Week,1965.0,Beatles
5053,Beau Brummels,56,Just A Little,1965.0,Beau Brummels
5054,Ian Whitcomb,57,You Turn Me On,1965.0,Ian Whitcomb
5055,Marvin Gaye,58,I’ll Be Doggone,1965.0,Marvin Gaye
5056,Gary Lewis and The Playboys,59,Save Your Heart For Me,1965.0,Gary Lewis and The Playboys
5057,Kinks,60,Tired Of Waiting For You,1965.0,Kinks
5058,Gary Lewis and The Playboys,61,Count Me In,1965.0,Gary Lewis and The Playboys
5059,Kinks,62,All Day And All Of The Night,1965.0,Kinks
5060,Jackie DeShannon,63,What The World Needs Now Is Love,1965.0,Jackie DeShannon
5061,Tom Jones,64,It’s Not Unusual,1965.0,Tom Jones
5062,Sir Douglas Quintet,65,She’s About A Mover,1965.0,Sir Douglas Quintet
5063,Sam Cooke,66,Shake,1965.0,Sam Cooke
5064,Herman’s Hermits,67,Wonderful World,1965.0,Herman’s Hermits
5065,Martha and The Vandellas,68,Nowhere To Run,1965.0,Martha and The Vandellas
5066,Yardbirds,69,Heart Full Of Soul,1965.0,Yardbirds
5067,Searchers,70,Love Potion Number Nine,1965.0,Searchers
5068,Dickle Lee,71,Laurie (Strange Things Happen),1965.0,Dickle Lee
5069,Sonny and Cher,72,Baby Don’t Go,1965.0,Sonny and Cher
5070,Turtles,73,It Ain’t Me Babe,1965.0,Turtles
5071,Zombies,74,Tell Her No,1965.0,Zombies
5072,Peter and Gordon,75,I Go To Pieces,1965.0,Peter and Gordon
5073,Vic Dana,76,Red Roses For A Blue Lady,1965.0,Vic Dana
5074,Patty Duke,77,Don’t Just Stand There,1965.0,Patty Duke
5075,Miracles,78,The Tracks Of My Tears,1965.0,Miracles
5076,Brenda Lee,79,Too Many Rivers,1965.0,Brenda Lee
5077,Dave Clark Five,80,I Like It Like That,1965.0,Dave Clark Five
5078,Bobby Goldsboro,81,Little Things,1965.0,Bobby Goldsboro
5079,Peter and Gordon,82,True Love Ways,1965.0,Peter and Gordon
5080,Four Tops,83,It’s The Same Old Song,1965.0,Four Tops
5081,Fortunes,84,You’ve Got Your Troubles,1965.0,Fortunes
5082,Joe Tex,85,Hold What You’ve Got,1965.0,Joe Tex
5083,Animals,86,We Gotta Get Out Of This Place,1965.0,Animals
5084,Beau Brummels,87,"Laugh, Laugh",1965.0,Beau Brummels
5085,Rolling Stones,88,The Last Time,1965.0,Rolling Stones
5086,Lovin’ Spoonful,89,Do You Believe In Magic,1965.0,Lovin’ Spoonful
5087,Cher,90,All I Really Want To Do,1965.0,Cher
5088,Little Anthony and The Imperials,91,Take Me Back,1965.0,Little Anthony and The Imperials
5089,Strangeloves,92,I Want Candy,1965.0,Strangeloves
5090,Miracles,93,Ooo Baby Baby,1965.0,Miracles
5091,Sonny,94,Laugh At Me,1965.0,Sonny
5092,Roy Head,95,Treat Her Right,1965.0,Roy Head
5093,Jack Jones,96,The Race Is On,1965.0,Jack Jones
5094,"Dino, Desi and Billy",97,I’m A Fool,1965.0,"Dino, Desi and Billy"
5095,Ad Libs,98,The Boy From New York City,1965.0,Ad Libs
5096,Del Shannon,99,Keep Searchin’,1965.0,Del Shannon
5097,Marvin Gaye,100,How Sweet It Is (To Be Loved By You),1965.0,Marvin Gaye
5098,Beatles,1,I Want To Hold Your Hand,1964.0,Beatles
5099,Beatles,2,She Loves You,1964.0,Beatles
5100,Louis Armstrong,3,"Hello, Dolly!",1964.0,Louis Armstrong
5101,Roy Orbison,4,"Oh, Pretty Woman",1964.0,Roy Orbison
5102,Beach Boys,5,I Get Around,1964.0,Beach Boys
5103,Dean Martin,6,Everybody Loves Somebody,1964.0,Dean Martin
5104,Mary Wells,7,My Guy,1964.0,Mary Wells
5105,Gale Garnett,8,We’ll Sing In The Sunshine,1964.0,Gale Garnett
5106,J. Frank Wilson and The Cavaliers,9,Last Kiss,1964.0,J. Frank Wilson and The Cavaliers
5107,Supremes,10,Where Did Our Love Go,1964.0,Supremes
5108,Barbara Streissand,11,People,1964.0,Barbara Streissand
5109,Al Hirt,12,Java,1964.0,Al Hirt
5110,Beatles,13,A Hard Day’s Night,1964.0,Beatles
5111,Beatles,14,Love Me Do,1964.0,Beatles
5112,Manfred Mann,15,Do Wah Diddy Diddy,1964.0,Manfred Mann
5113,Beatles,16,Please Please Me,1964.0,Beatles
5114,Martha and The Vandellas,17,Dancing In The Street,1964.0,Martha and The Vandellas
5115,Billy J. Kramer and The Dakotas,18,Little Children,1964.0,Billy J. Kramer and The Dakotas
5116,Ray Charles Singers,19,Love Me With All Your Heart,1964.0,Ray Charles Singers
5117,Drifters,20,Under The Boardwalk,1964.0,Drifters
5118,Dixie Cups,21,Chapel Of Love,1964.0,Dixie Cups
5119,Terry Stafford,22,Suspicion,1964.0,Terry Stafford
5120,Dave Clark Five,23,Glad All Over,1964.0,Dave Clark Five
5121,Four Seasons,24,Rag Doll,1964.0,Four Seasons
5122,Four Seasons,25,Dawn (Go Away),1964.0,Four Seasons
5123,Newbeats,26,Bread And Butter,1964.0,Newbeats
5124,Gene Pitney,27,It Hurts To Be In Love,1964.0,Gene Pitney
5125,Jan and Dean,28,Dead Man’s Curve,1964.0,Jan and Dean
5126,Jay and The Americans,29,Come A Little Bit Closer,1964.0,Jay and The Americans
5127,Peter and Gordon,30,A World Without Love,1964.0,Peter and Gordon
5128,Honeycombs,31,Have I The Right?,1964.0,Honeycombs
5129,Serendipity Singers,32,Don’t Let The Rain Come Down (Crooked Little Man),1964.0,Serendipity Singers
5130,Supremes,33,Baby Love,1964.0,Supremes
5131,Betty Everett and Jerry Butler,34,Let It Be Me,1964.0,Betty Everett and Jerry Butler
5132,Dusty Springfield,35,Wishin’ And Hopin’,1964.0,Dusty Springfield
5133,Lesley Gore,36,You Don’t Own Me,1964.0,Lesley Gore
5134,Dionne Warwick,37,Walk On By,1964.0,Dionne Warwick
5135,Animals,38,The House Of The Rising Sun,1964.0,Animals
5136,Ronny and The Daytona,39,G.T.O.,1964.0,Ronny and The Daytona
5137,Beatles,40,Twist And Shout,1964.0,Beatles
5138,Johnny Rivers,41,Memphis,1964.0,Johnny Rivers
5139,Danny Williams,42,White On White,1964.0,Danny Williams
5140,Rip Chords,43,Hey Little Cobra,1964.0,Rip Chords
5141,Betty Everett,44,The Shoop Shoop Song (It’s In His Kiss),1964.0,Betty Everett
5142,Dave Clark Five,45,Bits And Pieces,1964.0,Dave Clark Five
5143,Millie Small,46,My Boy Lollipop,1964.0,Millie Small
5144,Major Lance,47,"Um, Um, Um, Um, Um, Um",1964.0,Major Lance
5145,Jan and Dean,48,The Little Old Lady,1964.0,Jan and Dean
5146,Gerry and The Pacemakers,49,Don’t Let The Sun Catch You Crying,1964.0,Gerry and The Pacemakers
5147,Chad and Jeremy,50,A Summer Song,1964.0,Chad and Jeremy
5148,Stan Getz and Astrud Gilberto,51,The Girl From Ipanema,1964.0,Stan Getz and Astrud Gilberto
5149,Beatles,52,Can’t Buy Me Love,1964.0,Beatles
5150,Shangri-Las,53,Remember (Walkin’ In The Sand),1964.0,Shangri-Las
5151,Bobby Freeman,54,C’mon And Swim,1964.0,Bobby Freeman
5152,Beatles,55,Do You Want To Know A Secret,1964.0,Beatles
5153,Impressions,56,Keep On Pushing,1964.0,Impressions
5154,Four Tops,57,Baby I Need Your Loving,1964.0,Four Tops
5155,Diane Renay,58,Navy Blue,1964.0,Diane Renay
5156,Bachelors,59,Diane,1964.0,Bachelors
5157,Marketts,60,Out Of Limits,1964.0,Marketts
5158,Hondells,61,Little Honda,1964.0,Hondells
5159,Bobby Goldsboro,62,See The Funny Little Clown,1964.0,Bobby Goldsboro
5160,Dave Clark Five,63,Because,1964.0,Dave Clark Five
5161,Reflections,64,(Just Like) Romeo And Juliet,1964.0,Reflections
5162,Rick Nelson,65,For You,1964.0,Rick Nelson
5163,New Christy Minstrels,66,Today,1964.0,New Christy Minstrels
5164,Dave Clark Five,67,Can’t You See That She’s Mine,1964.0,Dave Clark Five
5165,Shangri-Las,68,Leader Of The Pack,1964.0,Shangri-Las
5166,Joe Hinton,69,Funny,1964.0,Joe Hinton
5167,Temptations,70,The Way You Do The Things You Do,1964.0,Temptations
5168,Dionne Warwick,71,Anyone Who Had A Heart,1964.0,Dionne Warwick
5169,Al Martino,72,I Love You More And More Every Day,1964.0,Al Martino
5170,Roy Orbison,73,It’s Over,1964.0,Roy Orbison
5171,Four Seasons,74,Ronnie,1964.0,Four Seasons
5172,Trashmen,75,Surfin’ Bird,1964.0,Trashmen
5173,Tams,76,What Kind Of Fool (Do You Think I Am),1964.0,Tams
5174,Dean Martin,77,The Door Is Still Open To My Heart,1964.0,Dean Martin
5175,Kinks,78,You Really Got Me,1964.0,Kinks
5176,Sammy Davis Jr.,79,The Shelter Of Your Arms,1964.0,Sammy Davis Jr.
5177,Impressions,80,I’m So Proud,1964.0,Impressions
5178,Jelly Beans,81,I Wanna Love Him So Bad,1964.0,Jelly Beans
5179,Roger Miller,82,Chug-a-lug,1964.0,Roger Miller
5180,Roger Miller,83,Dang Me,1964.0,Roger Miller
5181,Al Hirt,84,Cotton Candy,1964.0,Al Hirt
5182,Nancy Wilson,85,(You Don’t Know) How Glad I Am,1964.0,Nancy Wilson
5183,Kingsmen,86,Money,1964.0,Kingsmen
5184,Searchers,87,Don’t Throw Your Love Away,1964.0,Searchers
5185,Tommy Tucker,88,Hi-heel Sneakers,1964.0,Tommy Tucker
5186,Gerry and The Pacemakers,89,How Do You Do It!,1964.0,Gerry and The Pacemakers
5187,The Ventures,90,Walk Don’t Run,1964.0,The Ventures
5188,Dave Clark Five,91,Do You Love Me,1964.0,Dave Clark Five
5189,"Robert Maxwell, His Harp and Orch.",92,Shangri-La,1964.0,"Robert Maxwell, His Harp and Orch."
5190,Gene Simmons,93,Haunted Houses,1964.0,Gene Simmons
5191,Jimmy Hughes,94,Steal Away,1964.0,Jimmy Hughes
5192,Beatles,95,I Saw Her Standing There,1964.0,Beatles
5193,Andy Williams,96,A Fool Never Learns,1964.0,Andy Williams
5194,Billy J. Kramer and The Dakotas,97,Bad To Me,1964.0,Billy J. Kramer and The Dakotas
5195,Bobby Vinton,98,There! I’ve Said It Again,1964.0,Bobby Vinton
5196,The Kingsmen,99,Louie Louie,1964.0,The Kingsmen
5197,Searchers,100,Needles And Pins,1964.0,Searchers
5198,Jimmy Gilmer and The Fireballs,1,Sugar Shack,1963.0,Jimmy Gilmer and The Fireballs
5199,Beach Boys,2,Surfin’ U.S.A.,1963.0,Beach Boys
5200,Skeeter Davis,3,The End Of The World,1963.0,Skeeter Davis
5201,Cascades,4,Rhythm Of The Rain,1963.0,Cascades
5202,Chiffons,5,He’s So Fine,1963.0,Chiffons
5203,Bobby Vinton,6,Blue Velvet,1963.0,Bobby Vinton
5204,Paul and Paula,7,Hey Paula,1963.0,Paul and Paula
5205,Little Stevie Wonder,8,Fingertips II,1963.0,Little Stevie Wonder
5206,Village Stompers,9,Washington Square,1963.0,Village Stompers
5207,Impressions,10,It’s All Right,1963.0,Impressions
5208,Andy Williams,11,Can’t Get Used To Losing You,1963.0,Andy Williams
5209,Angels,12,My Boyfriend’s Back,1963.0,Angels
5210,Kyu Sakamoto,13,Sukiyaki,1963.0,Kyu Sakamoto
5211,Lesley Gore,14,She’s A Fool,1963.0,Lesley Gore
5212,Tymes,15,So Much In Love,1963.0,Tymes
5213,"Peter, Paul and Mary",16,Puff (The Magic Dragon),1963.0,"Peter, Paul and Mary"
5214,"Peter, Paul and Mary",17,Blowin’ In The Wind,1963.0,"Peter, Paul and Mary"
5215,Dale and Grace,18,I’m Leaving It Up To You,1963.0,Dale and Grace
5216,Nino Tempo and April Stevens,19,Deep Purple,1963.0,Nino Tempo and April Stevens
5217,The Surfaris,20,Wipe Out,1963.0,The Surfaris
5218,Al Martino,21,I Love You Because,1963.0,Al Martino
5219,Rebels,22,Wild Weekend,1963.0,Rebels
5220,Bobby Darin,23,You’re The Reason I’m Living,1963.0,Bobby Darin
5221,Four Seasons,24,Walk Like A Man,1963.0,Four Seasons
5222,Inez Foxx,25,Mockingbird,1963.0,Inez Foxx
5223,Little Peggy March,26,I Will Follow Him,1963.0,Little Peggy March
5224,Chantays,27,Pipeline,1963.0,Chantays
5225,Jan and Dean,28,Surf City,1963.0,Jan and Dean
5226,Lesley Gore,29,It’s My Party,1963.0,Lesley Gore
5227,Eydie Gorme,30,Blame It On The Bossa Nova,1963.0,Eydie Gorme
5228,Dovells,31,You Can’t Sit Down,1963.0,Dovells
5229,Martha and The Vandellas,32,Heat Wave,1963.0,Martha and The Vandellas
5230,Randy and The Rainbows,33,Denise,1963.0,Randy and The Rainbows
5231,Rooftop Singers,34,Walk Right In,1963.0,Rooftop Singers
5232,Jimmy Soul,35,If You Wanna Be Happy,1963.0,Jimmy Soul
5233,Beach Boys,36,Surfer Girl,1963.0,Beach Boys
5234,Trini Lopez,37,If I Had A Hammer,1963.0,Trini Lopez
5235,Tommy Roe,38,Everybody,1963.0,Tommy Roe
5236,Essex,39,Easier Said Than Done,1963.0,Essex
5237,Dion,40,Ruby Baby,1963.0,Dion
5238,Los Indios Tabajaras,41,Maria Elena,1963.0,Los Indios Tabajaras
5239,Ruby and The Romantics,42,Our Day Will Come,1963.0,Ruby and The Romantics
5240,Skeeter Davis,43,I Can’t Stay Mad At You,1963.0,Skeeter Davis
5241,Barbara Lewis,44,"Hello, Stranger",1963.0,Barbara Lewis
5242,Ronettes,45,Be My Baby,1963.0,Ronettes
5243,Roy Orbison,46,Mean Woman Blues,1963.0,Roy Orbison
5244,Orlons,47,South Street,1963.0,Orlons
5245,Henry Mancini,48,Days Of Wine And Roses,1963.0,Henry Mancini
5246,Major Lance,49,The Monkey Time,1963.0,Major Lance
5247,Four Seasons,50,Candy Girl,1963.0,Four Seasons
5248,Bill Anderson,51,Still,1963.0,Bill Anderson
5249,Bobby Vinton,52,Blue On Blue,1963.0,Bobby Vinton
5250,Garnet Mimms and The Enchanters,53,Cry Baby,1963.0,Garnet Mimms and The Enchanters
5251,Lou Christie,54,Two Faces Have I,1963.0,Lou Christie
5252,Ray Charles,55,Busted,1963.0,Ray Charles
5253,Crystals,56,Da Doo Ron Ron,1963.0,Crystals
5254,Shirelles,57,Foolish Little Girl,1963.0,Shirelles
5255,Lonnie Mack,58,Memphis,1963.0,Lonnie Mack
5256,Roy Orbison,59,In Dreams,1963.0,Roy Orbison
5257,Kal Winding,60,More,1963.0,Kal Winding
5258,Rick Nelson,61,Fools Rush In,1963.0,Rick Nelson
5259,Brenda Lee,62,Losing You,1963.0,Brenda Lee
5260,Bill Pursell,63,Our Winter Love,1963.0,Bill Pursell
5261,Tony Bennett,64,I Wanna Be Around,1963.0,Tony Bennett
5262,Miracles,65,You’ve Really Got A Hold On Me,1963.0,Miracles
5263,Jaynetts,66,Sally Go ‘Round The Roses,1963.0,Jaynetts
5264,Sam Cooke,67,Little Red Rooster,1963.0,Sam Cooke
5265,Crystals,68,Then He Kissed Me,1963.0,Crystals
5266,Elvis Presley,69,(You’re The) Devil In Disguise,1963.0,Elvis Presley
5267,Nat King Cole,70,Those Lazy Hazy Crazy Days Of Summer,1963.0,Nat King Cole
5268,Jackie Wilson,71,Baby Workout,1963.0,Jackie Wilson
5269,Marvin Gaye,72,Pride And Joy,1963.0,Marvin Gaye
5270,Rufus Thomas,73,Walking The Dog,1963.0,Rufus Thomas
5271,Ned Miller,74,From A Jack To A King,1963.0,Ned Miller
5272,Drifters,75,Up On The Roof,1963.0,Drifters
